0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.569308788006520369232868700974945865737952063961976660715248584754468762649478529738470337544322726586484526501146216241969979680636191918944240087858551138867140846452694679751214477329260445808648982762729679774210819105607103476507266539596754377675648312617010873252388084569993385068794413788898195368151343907729171039152265481618264289933252394963611077300436717401715045735457705700766665457909699806875843623093235645392467652480466046519395010930157734344526183478753942993055759294348351288674306354177072990786094937639924762689892235214809533453976722608422689265762920238436020964796960090047873289769535807261626929726876688898961968122114199630392104408598133358114961031629210431371100621409086225764478405661725237149044309350489791955970132991244676950411792171038660820472438083086094027838', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.276356184473684996562323176871181944061253386144272998737158197423565092683569133723833951022715851890048364810963567734901173063786015960522109216378179541707806827579963519423604236621508449827848774825296520699061658652298236025151779467030380743695685166381817825986794824294709062847348332706398080639242246427621266129244950870035940768065515357619520302735664579995455683801165856289641345553768933201248216684322900471469905739685867250537890386684738958816643428719499578094781497550009159475920170913101778399577698900833478193590359092175736369455761247216276525542179523609710084634381776966194523448701469386219305213603106395310779668521373574753798897696896544873051154496657886237819112798634211682191817904857448702738176444517511574271082406842648100285232908963893222664807420057533191636679', '.195749274269824963618861574607461894987293059210039969158502219954335631479718403932852105727683695472092460792503978952012126766238345007944565489244175007310325016455127067287821778140929107169715508339635622769319953027480977766531504592516091414208340434906483565664346298452702091743703957489039721878697064563795842463357382119312319167770527012967636809640794838472732946668741345254191799471346564400495292256854843293787693490666805083999588673194919264036356168370731411773799700240691438100525692196737742316713335060011328231800784302136887041642920017070762779336079229634429322092743825680021658788596945470669884327691545541889197508304890956384381019523317417502318564755696197801965234119302148419503326173524201855105808019364470699365989997007104142124796420987829888905377636716086402979941', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.177039547028816235067944281804491439643204917007867362960872656516712771561232826621257271281399830260802809601300330007592487436259135363175003014608382955881799441513158970016784755535914083874086606186849553800643104379917205171881231522329927059214009600483113021869177921030279182971644608823289175944227241621781415722225874871005597475938515888970183917141172281925570736426215200578937429384418311600653815852941653911971599711382252125451554647454871833569874848908836621200717949171512724091167198666189820268609137735316802409521678772867233779162005474107639739329347032466552277522672100992331068338986905571333446077985494476449991441309849199176817468957580235890763644719632781514919130094226135038135679029393118959191494173955743352613902151443657090903760998731896166838819396290107347981233', '0.', '.531118641086448705203832845413474318929614751023602088882617969550138314683698479863771813844199490782408428803900990022777462308777406089525009043825148867645398324539476910050354266607742251622259818560548661401929313139751615515643694566989781177642028801449339065607533763090837548914933826469867527832681724865344247166677624613016792427815547666910551751423516845776712209278645601736812288153254934801961447558824961735914799134146756376354663942364615500709624546726509863602153847514538172273501595998569460805827413205950407228565036318601701337486016422322919217988041097399656832568016302976993205016960716714000338233956483429349974323929547597530452406872740707672290934158898344544757390282678405114407037088179356877574482521867230057841706454330971272711282996195688500516458188870322043943698', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.175429498771211446188546714309110201369007372866586736980607215302129466094015602149144323459010864687695482886764054844852712013542895948261482172390767116156661115905094133009617897480765505482411867853091700389998453193383727708961770120740365659945008897544507773233022683416014364576404258720052600524001011974878921824434102223297601772097727316377438840936355202639954841058940986279862328609618270620072097764953301929269169745363870842868002406279941398876633645414844429477385592606075254327333793138988560246905458797953186656893552295846994950528815405019809841407824298614573445357135103297368772146496922401257072518888464110430659447377408621296525670754119384338856803193894347676468805261460140807177732165896452651906440604390975406108957277298391076955619521420976098725846535165034653712460', '0.', '.252011991690948035827731599716103148445580344518894658997463027479118139368154908784036878986908253038309671819860256007346147662886302848456766595430224730347638785741767344828212611428319620632062646864581281571044092692529045830077200197207825704743852511123484409263366500227148876726697897885492844524888149458627187964605281366327507456506743618005059534835308002904340997542853975644922796916975749612073094072411710220944789818853444677716679317357025278617957375985742306396322064815744627124611835976259159565353541240540667052343314358928544345373975161532423843271735445282818770275102549993469002015881410789493010398486758712326273608326198840574177988266918802600783611012021344269090756394045523063760716509262473760600257628659987257281407688607578334100775390084081549563357960838232282887277', '-.854091146914954703088086142330950131416650716267712935466873896050747731628765143080001307003783408183106386250631333683167134347699314873426446623851034407290210319700159890744052686189508760246144129128018125976285146855235843201693051445619585411366275617103375418196248223929088616420884805540938543750219491711999559067704748519518907183943202663511277829469368736025118873302627156564755501741019000376147928062945462171757853411998631357074302633252906297587246314645619563044783567303129788800388161777094224150795731508546524428004464459215360210439252492917030867190115339439128450831701357541130492668396697630170491764098801627425038249337572483359427817858718706013327725639379875923584442967247930351976167623876804279354037444687102124231895171127042305207552995568435187693014748372606045964017e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.114217024525872254425079004499127076679996150375031782444518770954069146952095609967149186128938357174151598370452480681035386594733935875061988075541366163073514162112973514146694011145989611347048235132837529350211052518199426536840398792270262435068013607821064459336710329972184530570201827443910025934955843676258863691374018205401123697082564123455816840728224316722040411949612370455844474275831202082215893446239824423085156638937428511464752307898989402727769409476507961608497455501928181015271156664403282504032780319699469147015431831768466025632874465064195952823667247665434405575694474443821910086165971885803845950747132503339143676580746196728803611302344981332277216179529422171445214331503055885149735853963762305950838675869069774328896894695989390823603021879737988819023073127092570638391', '0.', '0.', '.557362543126682856852528160114237606635140683478375735745695248394096601574995433317250806999785360505723239349011791458461390699367018404411417299639195252782548953005199911966432570398897612938797736110967288048466771300714084468485891307066616145737974420192155580184002766774910477490309557825146460227508642597315972522119894501757998955564205928505122201446129110799713766540998977888851859066463918737542785573955126940788146555924482941216877126519936850281292889805304663568832339595938430245684898783676056460284734160059091652221322155829946326231467453807234605691960811019573740837917049450799492782871151058747172631895227406690090272180375907206578863316129499829734110197980823813563907187036448306920747115240629871460500769050778771504467400628141305293437098644935106556818549769096103657481e-1', '.454333004514969918779993082832919788917980616110681304569066575891629571230439406114901609538561955817815749378423472404072304409416138511097782125191714420053438785049654705088784443661547729833717579578032067053741657807839412779293613600071688022075369885852645829832270633570875551795545290313516710422015841634185558768890348045743363368195881073127314105338924614643510033561186924880387119335942413327980437763468263643099303791411770231057299308867055460718921713781670687180521521375926203771250118416011259204869513990531718406339973061120851657854613867885088484468099914183445293239504960018779358433224216256841376948932674012744565992947917227073825691730667374192897178081169504099046251071326904698712516614284278731921117215755943527079026811095237608703635087329803679439599119145725921976695', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.109708896283317696585235169035601403154064819488203060256597234959988569322224525308369614855831768159193242623849612914659170526613588488843619421818571973695627328520069051381321262470904915656180819934734970071852163739232374602571169573188191433340347928645609218741789969671957820106551965352840124294742738483255595045795266962761876095520297667251944997860952155115107377816372474509091839592548485890757341277553131917249599249746764126607799984528761892882505559113633822085820258100958693917571428166191005363006511308165506981089156220446713718775420745609402647678817082047434545271054783544137280721398480402867388271363471922040530520979603016351671542889733635714586457461830351304580142438609351147863921555436151302804765628470822560990869304373371761641586749341832780663358199531347405493725', '0.', '0.', '.100716518040798542838245330623137089750671957349934352216622017275842905687112123589266439651930602908634008486597545120087363404242951158961544777348396526487046128266162071366054845166321571011145128204246197491288470042453165180287992858145817866598620214925038088649879323382521699843058277244668715472176738309066726176313186820414183619406660133493837934144611647903559951506120957123026489039499616688779300050947348864099538731856332657936063106364290135368371426403083874958989475498850340058735636300454186360972193420543667596769333586998255148475884222142406127337014549537320516791115011577756400703667048259743371302580644704234801586408203008847510567247267605568825338809784843016243462713114270480424252787148123070017802813558610371041982232816196102631244204495391633936183530871081460578374', '.170920266362405247650547212645072625116729655732492296883067834988697705492649144826229042839889382940579053313275333654960747445493894200151286927521684172548786498452736918209247501219253336328026984229586303732223853278357892459915837770304094104393928567240849307857140522613799794573385049466787249504156869231147329186625912961051313583805282785912790499016444197160260087964596876556187075107013724662050341711953111616425619537536195187455866146785452141773150465790812779770876113346242632301660032053113336933399992142527248650683322193854135846178576876897330767686175000149486707529410661224887947018413766153984770383791763207161384613020146334044818423742190186726688612909807908666196025741545105645074339557669822461581334412243105259527373974659234542451947301735530700477106012260699599776286', '-.173187492571256546802250585085845359448646764539160257512796461157678094257054487238836012222052432965195066018521171659337331631313892395256439068255120849204262189186332160889484586712823487499006507621169256092792069540374611555250074112318395167476858308879044527772098131547162582636416856771139385494167379536343987519830867260204983394978177030777837762457318872476644471582229505872555686201388580838971719628686976749888358673610283470193510647859016835744528055672183992012814050260000769913298301854999247582942145929969213590455096909830169596781859948218580585384618501868032659500892052377457355087531672531261745645793901927636750955168555562536730658048870484447045830302891976927343110516364187120819797782681620997637926158449564781104616906074174043109734260645170447721370157502699073923454', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'-.857434262633792736120187749237605471179183641607806462645675610813176487296108540244600531726372181734516016254543167111814453198834163407405929158084658979992827418346347759751335384848098653277915901400389332294478680938736526890431109807933171344645295882062846927476773788813966332332912518422186049842599434110941445851842346731953901820077258770408432102038001786795338116950811002748138740076452587018295795649420284738675909138091706919790201889363998165204130568546514268469310332413991736081297662311409405090921898506049020481291272427089361754609335980241379446022807817320433728546803165398536381492830264598088855386521197024697586757756492788325859717180150423522270321533008620908762690792266237333856087247267677495249708404770195976840302836714079220379329792635960547457276330767167431232879e-1', '0.', '0.', '0.', '-.764593091975398586964185913095730882996969229681918974272800124417297077200030460512637675818946864040320993509072440554109408002085423677078256929445529154735880095756943203021029399569437410870473163954007924990174501152717602012493022207824411380726544058201870185179940632637753788441640927200693059974124223584708919384046409006511742114444426543182741070939248830258362196194893206737639720538233165377411879387308924027674025934604127111518281816028633539148740462623307316605180471707774744312256542984315263748708668378296708530382719901045942391906925618476084382744367227098764139332474731737540979683915497140244825601458858981327134809474723736064216155043207273430183733141751546230757994757641639853910804891705042722492187691703216499436912071367789840884924810357546790369371006325342565051581', '.679588580121430749873875427340757878163125600466210063014030502536253281938372723968921339516657850897336027614229063582734597945684397702272545370436352886501129094446368872380754753025768915829825158233347360478822574434593820212053819875430429430020074607792870651055372495544982471745512891383611826104146866784576424391201111157849871963178025489010412053688197470079426544475210548293854127743910761880909912709762595486833969337091796410548336078012740421465171764188529717787414598457364059907015489186962871516515882686188379540878629988479601954704110898432174820200088381226625871156822710088746212988904843478927622430773462885839425853554449195343821245520736261963803387958523366392301057741553402405757772478464269630058461564668463184527274518029297835269756528099230489638837655870376799046392', '1.04215530144499530776425702261415573981414910816351995451488203528841882931519750158260271377521113897067240198120069086916553230539317540318468107723607169441864843381198017284717995933064327451846672269380846558672141529281386432300089112093986498024170710496226932268271982880452021289749819178663440707577071391797076478668916098858067302820714661902158749257121293538815376685843569039051950751085749365024335192162096678605298757631558709330163087818048362859593248235634446429011112880884939239080743323009125135546038421440284148090394793566915675581870904648109003514741353801585343770304150404360900361842624232227018103590679248941301976964924357238698874166031170540061576127467123067593287178036195486897052177577562554443328106448733906513276779317061729824181339436883531379471245242001367656741', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.679317807493442903964388938456577520802804733406710989035205673104191589935919310407470759318924152871713855583431874758845903875512186131472676175676849938185529283366512483005942096153528651625307604749893699448288052521633179635795824116120563434238258360525299915642705417119973904385087937750628591604538842991481271391300139178396016737163403233111235752391948030678598328650564803093512101939149757077864441401797043007934717075013815335654771761415464059323684670006217453165475309679595477957831011447797242811112957130479368280683754972882501195611252337096216575150462367730899823677164904527149333531362360242258090823891217884886785944493305034933574432224491274976506633924100796814088994070466292991749776718542565873529168573162504794984683950504452364692213948463418617000546878210666284366134e-1', '0.', '0.', '0.', '0.', '.118981944205071181889172452361314412983986884281053470114068121938815081448887731254199017287353281818385950954765915125423836797977601309351502576549557775698705693911068673314165786897978910563228073323815137012849164837880067807064135583306514418052517091562250279450798819280756488750204383532659528387857618986002585592378682456116334203582959053440295666193592881529759550307580715690755943597786073864536304016981811546663509924181238912331731570464489674699148343766932600644506639630041589155691122847428454693744008143514064495123463937529657425345205459465459750762401098766857669469896348936648470735504244336601842704135015942747753706010702359377622028008820828288643292423985291351959781636586305310420022525499177423040555748868479207495861266928349328887156261808601720008554838043292327323239e-1', '.279576620678537821679490775389073484189256006938756493561651324913364880759175331814965864427657805230843507885700417540913381651495489520508209732598715452789163930739368924535241643382749468749995651521270988619890631001009123283312804061809284302051793616902294902830330055279611400462201197294513947946954283574460070552146864318889497027483131264690744397474109829787369983740614223838341544721259024963925218853266245763462856344229873807450326668875731200570336137928921662201210229368271961086286458247227984636632855124897640232203903424739924744618652882371617869218642831408061268952005571444917736761727433008731594566342760302395303574401345221037541255722985883791005712173807081548643566528549222672954241919488430240951172991378131388756678356508028031326334766401394388463456610618173833974513', '-.202235408871177842192241149130221352743690507074563538645391268151451335475583507197070609081705735195316308232302003106004340278255846925492068288783104431905822131504171903070929691282761095896751170856962046752797028193225823328523469600506626084980345666656659125974825954507354190971551964906463649028883881233076032427094897936391877857978814740805173710650781387176924739766975451903704200101949200557513883144314867139205576147789242203915879589628243118012856810048824724960192686987797777795938013644319590925940387078756880520657963116729420823995876096899524416130122049596134260684190087609268098880404931035246191325411017853234091413505626350077060521189520162662269195841544262069499709250909678782141304196732958804552352633515024271131766404069490842516235375730399157232904791971297863435220e-2', 0, 0, 0, 0, 0, 0, 0, 0, 0
'.629258750430274799533684924517470037665464912869937992973459573296106605150932080551460130499481200672212474225484627058700829638845485529191172030057981177147338582474790582849767580584618052387173280943595662631565545429584126007533158555706791525779241343546153607173261207956603515695270153365063197248209363844631609889240665267069687240523748541835515731981645801551637108661547036044305716768187925402926850864263762956247345272613028496597018186987507577186480161143559455434533493436545970158134662792017494989472256598443134864570884872213789467771149606958173791557378466024263364817873887311725538172592537956897392120103757484962726414741117961657692901652573281154374934727800744333440189890212727108204199246792978709632803172221765931017184378910585168089607494139665972277611028781536590821379e-1', '0.', '0.', '0.', '0.', '.357967228764004096012947019558316804417838779024349235396203485200709219825089783166890753946938197173085495162639161526882390029947615831984649726520390626076209363948784969853488403867013827096011344058701767181750322931773772057281982196597045966449551582655440289663798700598739630095379775566532021155814673262737890764164775231411126566151019005741908323421740539951292130696419369612207953895796102049860754144467933664767888949489148419349613173426043794208470246616935699110595571309021012236701462697907826153997543242222598843113014873976876490802191075438480162439883319057340594838792615786470443968739836198971667393381892215183500399886284171593917860605608660992360206139698637626661316117303454831015426041352316790494606331795150749130633538379330481874921448859245381639727571657617883002890', '.297572126020978481490339737780946368835906518715082524038164193331910543046605317077473895938668805037865196655579921471150433209856314366845341855167987374998660834326809770130791140209819123174283234446799650642654686505479194977927968261043624999711374103387478418920196647782306287832275311954609718094279213515784150049652596185164133738902324182116930440232994449183823048531272328616036219029257623211139865415130718956527270752563459361014421166362916992392135802620820946533407732065599776774526199781001441376053561960886417765070933695355856226456558210182298040768989875454042548589950229675825403146732538683959999589463117893935883669922828534834051090145021917887870024694857666326909395852129884694351825814870126862641280479483793592763176685752979045225481903832538442951358350742748732058723', '.882802774008421864606594671867219368064061771827917801368281023643862537363759506127538443945353564010962258760004804146718654595555276724398106105715784014564100926485546201435397323987439552205992640967148562237311994930782258812732878800450343622618194600256015132190683825808756146899938548341862363402571413841737780992071708031407828955438990459016568472735470877569286991572123048724910694300620833385031705553073788365363929412493138502593168321201686933200863476764010353977641759921071613004230441707503164656642448893683833395699088967529488889823799212487538136211162340024024293414446361429701645523435579799186306819575989146156124685662278645978551309476147200748398573126211394721579720782388366083026739554574145390654153901791973149082613883392205240404843248109967576118796925919645155672846e-1', '.757821547358801025081867700019369613561698780588347807952494396919109813962489981494841280347764578685054652475689466503507399894190365097014336461821053435348357665387819915214406045001949630149400292701203079834626901469920433104997732208450726024421694925462102982771794348967539848461676049323686670199802163264036296187308540097741669266481754756958539915830031044203508610832534955759021426251139530468093018103305412476657497646701779644440926501190133489611078393848038073616002385467121068720888332134942962522850625389096442878678872573511046987591501968818889419822744041687142419947035209082772899665494912314543943216764538700940228110335824755498033698027226677051899328010946507204449508996680175808223817365420696652432348602593536908294461906899962225157364329052504325777201464709943568794834e-1', 0, 0, 0, 0, 0, 0, 0, 0
'.862320347162177466880763584104113249377766817421791457750229390039783178635936833195031456029212622261959779369684968587149595233823833195896332265916976937496257064402865761204357683177198670090948007147102226108168858812531671248817779296786083444392807211877936585753476964558404655887144524479940591301198249960477515039962159047173101595715429212247743165874554500902574217362420951533634634042669703295625764069175658673011509603859700989948586654481292794287618620129779037103111903996487870790957767471601536282595162405426606131471205354082782983808765516542060182983968909897039275540455056489759750934181925060769018389686398767480328119401120051140567255594871168968757330559795405306779764400708792197168226149374509891779113902154567117827509112791606637003501053943253873374694278316458804458278e-1', '0.', '0.', '0.', '0.', '.662288075660609051821743895853145158884868983691205713544281087019346778735457061464511250288696368016962767402819146236286308976770254543902681335056155424559792124479524104179950185187568968549110068657288129261794664684479003802852618420789954650947558254812287612222567272841505602448003422381900204156731286789365757933973804898365718597243713961847846273706163978512151895483593824942091044486048091557250254638069600598056943817371143918094811460935693196011326204207867935723678230164160983860641847561628440429632145615502536321598127075798195963577083023801279351763967863639408230539870451643547597722377879668762134547718764728461905588413756255532032966420177998011822518350636528703143045066794792711234317509025182598936315768033831025106401245376986060094948799600968149486022192617065492041106e-1', '.149207951855928927227495964256346981344626074633851331711880940547659223653810238377154405213283729157698750793517716582294852442596602228392024411631448806634295217348260755563888791976576643439086977016773151073849689209768627064267552079648477116771370928857672329394581376749237943590714161691271075997421230779832146984287493061749758966979791542804549852789269738839963500080625535708377472482602398267242603799951454561889217551817687450641766708663865984195969424176553563074469482626743452694924049166986970703409383014750847533495773811669124118324351427981631587026283518106480319238381483288389979874376575212537977701655865614080155412558424982795755096353863917340570768383047918389422982472762979719684864326846731238400060984917808848861959130798429992923135926828924806242152091395721299387517', '.441389574811946009341939071373643935920393373914048403948461451869740823409639503194181277934149423212916210792430974862548464980723862525405588772368160857774340873426298079152155840881388063055420586304514219333870718600262770371340709181544351853318374262505423132654607966384368709327730430758032207491903853316009956956213334139558354241431093191290702832292618848367144457892584840200366305325711851879077029153046069171186276783098764590096027210804256474306331131372039281671669045945978498063187734843178180300680806688146786190568831065509706561940691782487465203677547275665365194352790457624180605940320494546769805073480502592274000178244810916456690782332913799385907710088602053184438154094819310950578109095760278298070049365738281526498276540731081074145261086312678621076431911457829652307608', '.308323066868597514654348287789975415117424389932098974441891380372963437885531365009183185580873260018541481945162313469582480059359735681338439746984676055985337624338360862115648921264175489944753493950721589172734717693266737347221599548157332332323121983070978515077076304336373934848063817244219156457411939085749479627507390158991244897580589263512662344276341616163601871756692813528092590703467889748793391584242172271506913053926750876329690313492603935822225394081350112242824261769947671413339158897012255938986701063534915802338462580277266775166109292385645630772901813973737843313853262291300300992631499111920588952400411121195879040970685462942472874706177564035020777856146614717452853872806794206636558407799298649147884260700411240477608351809965855502326234261397459788520290898439812828803', '-.408765677578428554936958574395252637249205682228085731321809612232427515229020696955635275357565802764949023665558592895049700219801519004451661216015124136458107841153244004506667475733689574313148572472520246915927860308027392082310465916854690938377971426547579728003802290584582511466038114153484642948435067816453606791645611257830053468265367660955319775542458158448618965253263688282140243638587035432990780971665204479219876013637774218081642250669869136146911303269456074604248301188092197656290195950807763092158769350034878476288046385058041748644077257947866632600154242661103783172927549932406457872594593500446613027168569183770674627872098689830069072128882089950455254069040027436859718393884829083089594998171552417252159475621420976424650273366949484539677666428715519985213675169199910682964', 0, 0, 0, 0, 0, 0, 0
