0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.145251896031615051761754852877003332031451125132994706083846874198397645560717967340061510556541732559356766259783846610433302866936968257450229815186369441153530162692797970596449184563070161803926602672683912238102411834981178291837162737600957038720436698632422242168097891507517094661743431492244598369151591767554382698510450270037939827384337617484948713229888735059839860721526576695263992593941554153254955017405320906472501525383446804052380441595145710252110029811325752667151644779542197137999870417779295634781624900657606536142441424669016178359274476495302665983197101680907059064891369972578839202559023926853113770505393207031577627020330211013954394732468710007396203741658417130909163271334235007797734909029306587326556827631993210652900065136182093265537055060333849884796904300158333110157', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.726259480158075258808774264385016660157255625664973530419234370991988227803589836700307552782708662796783831298919233052166514334684841287251149075931847205767650813463989852982245922815350809019633013363419561190512059174905891459185813688004785193602183493162111210840489457537585473308717157461222991845757958837771913492552251350189699136921688087424743566149443675299199303607632883476319962969707770766274775087026604532362507626917234020261902207975728551260550149056628763335758223897710985689999352088896478173908124503288032680712207123345080891796372382476513329915985508404535295324456849862894196012795119634265568852526966035157888135101651055069771973662343550036981018708292085654545816356671175038988674545146532936632784138159966053264500325680910466327685275301669249423984521500791665550785e-1', '.726259480158075258808774264385016660157255625664973530419234370991988227803589836700307552782708662796783831298919233052166514334684841287251149075931847205767650813463989852982245922815350809019633013363419561190512059174905891459185813688004785193602183493162111210840489457537585473308717157461222991845757958837771913492552251350189699136921688087424743566149443675299199303607632883476319962969707770766274775087026604532362507626917234020261902207975728551260550149056628763335758223897710985689999352088896478173908124503288032680712207123345080891796372382476513329915985508404535295324456849862894196012795119634265568852526966035157888135101651055069771973662343550036981018708292085654545816356671175038988674545146532936632784138159966053264500325680910466327685275301669249423984521500791665550785e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.544694610118556444106580698288762495117941719248730147814425778243991170852692377525230664587031497097587873474189424789124885751013630965438361806948885404325738110097992389736684442111513106764724760022564670892884044381179418594389360266003588895201637619871583408130367093153189104981537868095917243884318469128328935119414188512642274352691266065568557674612082756474399477705724662607239972227280828074706081315269953399271880720187925515196426655981796413445412611792471572501818667923283239267499514066672358630431093377466024510534155342508810668847279286857384997436989131303401471493342637397170647009596339725699176639395224526368416101326238291302328980246757662527735764031219064240909362267503381279241505908859899702474588103619974539948375244260682849745763956476251937067988391125593749163089e-1', '0.', '.163408383035566933231974209486628748535382515774619044344327733473197351255807713257569199376109449129276362042256827436737465725304089289631508542084665621297721433029397716921005332633453932029417428006769401267865213314353825578316808079801076668560491285961475022439110127945956731494461360428775173165295540738498680535824256553792682305807379819670567302383624826942319843311717398782171991668184248422411824394580986019781564216056377654558927996794538924033623783537741471750545600376984971780249854220001707589129328013239807353160246602752643200654183786057215499231096739391020441448002791219151194102878901917709752991818567357910524830397871487390698694074027298758320729209365719272272808680251014383772451772657969910742376431085992361984512573278204854923729186942875581120396517337678124748927', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.544694610118556444106580698288762495117941719248730147814425778243991170852692377525230664587031497097587873474189424789124885751013630965438361806948885404325738110097992389736684442111513106764724760022564670892884044381179418594389360266003588895201637619871583408130367093153189104981537868095917243884318469128328935119414188512642274352691266065568557674612082756474399477705724662607239972227280828074706081315269953399271880720187925515196426655981796413445412611792471572501818667923283239267499514066672358630431093377466024510534155342508810668847279286857384997436989131303401471493342637397170647009596339725699176639395224526368416101326238291302328980246757662527735764031219064240909362267503381279241505908859899702474588103619974539948375244260682849745763956476251937067988391125593749163089', '0.', '-2.04260478794458666539967761858285935669228144718273805430409666841496689069759641571961499220136811411595452552821034295921832156630111612039385677605832026622151791286747146151256665791817415036771785008461751584831516642942281972896010099751345835700614107451843778048887659932445914368076700535968966456619425923123350669780320692240852882259224774588209127979531033677899804139646748477714989585230310528014780493226232524726955270070472068198659995993173655042029729422176839688182000471231214725312317775002134486411660016549759191450308253440804000817729732571519374038870924238775551810003489023938992628598627397137191239773209197388156037997339359238373367592534123447900911511707149090341010850313767979715564715822462388427970538857490452480640716597756068654661483678594476400495646672097655936158', '2.04260478794458666539967761858285935669228144718273805430409666841496689069759641571961499220136811411595452552821034295921832156630111612039385677605832026622151791286747146151256665791817415036771785008461751584831516642942281972896010099751345835700614107451843778048887659932445914368076700535968966456619425923123350669780320692240852882259224774588209127979531033677899804139646748477714989585230310528014780493226232524726955270070472068198659995993173655042029729422176839688182000471231214725312317775002134486411660016549759191450308253440804000817729732571519374038870924238775551810003489023938992628598627397137191239773209197388156037997339359238373367592534123447900911511707149090341010850313767979715564715822462388427970538857490452480640716597756068654661483678594476400495646672097655936158', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.653633532142267732927896837946514994141530063098476177377310933892789405023230853030276797504437796517105448169027309746949862901216357158526034168338662485190885732117590867684021330533815728117669712027077605071460853257415302313267232319204306674241965143845900089756440511783826925977845441715100692661182162953994722143297026215170729223229519278682269209534499307769279373246869595128687966672736993689647297578323944079126256864225510618235711987178155696134495134150965887002182401507939887120999416880006830356517312052959229412640986411010572802616735144228861996924386957564081765792011164876604776411515607670839011967274269431642099321591485949562794776296109195033282916837462877089091234721004057535089807090631879642969505724343969447938050293112819419694916747771502324481586069350712498995707e-1', '0.', '0.', '.326816766071133866463948418973257497070765031549238088688655466946394702511615426515138398752218898258552724084513654873474931450608178579263017084169331242595442866058795433842010665266907864058834856013538802535730426628707651156633616159602153337120982571922950044878220255891913462988922720857550346330591081476997361071648513107585364611614759639341134604767249653884639686623434797564343983336368496844823648789161972039563128432112755309117855993589077848067247567075482943501091200753969943560499708440003415178258656026479614706320493205505286401308367572114430998462193478782040882896005582438302388205757803835419505983637134715821049660795742974781397388148054597516641458418731438544545617360502028767544903545315939821484752862171984723969025146556409709847458373885751162240793034675356249497853', '.261453412856907093171158735178605997656612025239390470950924373557115762009292341212110719001775118606842179267610923898779945160486542863410413667335464994076354292847036347073608532213526291247067884810831042028584341302966120925306892927681722669696786057538360035902576204713530770391138176686040277064472865181597888857318810486068291689291807711472907683813799723107711749298747838051475186669094797475858919031329577631650502745690204247294284794871262278453798053660386354800872960603175954848399766752002732142606924821183691765056394564404229121046694057691544798769754783025632706316804465950641910564606243068335604786909707772656839728636594379825117910518443678013313166734985150835636493888401623014035922836252751857187802289737587779175220117245127767877966699108600929792634427740284999598283', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.823370775748271658517345434431012529606681431852174224176231905177296362769595526303384271952081560749057128539248740162294754018566632145268442498240853026501249587564943696457716281549978439184415425151675778344124653763706573440927302209462992333739151288605709819371490088554623007511576093699496728214163231377591505461365236050729455904581497454571182398914713814626127258839902223761473677738043314533241673867446118588292827076949765690032278685507726313389592107352978440826211179785660868709758981721367045327635520256887873874648122360478920770810798337809636251383137151174780011592408590928011761433268196024388576735946536292791561289106361022887622922419309914202947014171369564347309658676326015933057456058002622837167132569760974763272659372793004465230831633936619625293238975504765944753015e-1', '0.', '0.', '.211917196320280356168784346855530555317565880762927431290298559484008657022456715266369613585649942284664547478473710950926047083538135136754606460454066287755040199667872826740533185847635831413958836520945771491242580690208411789068432004609414497819451599462242176778339872690929245469601064632088623594849667233447948195224982239174650863292918710084873256137219009602895013317969327119253443591929193202829788832924000161923717058118725293144138803037711336825680253034543748959730071688014489752670503930499635945231589282627585551857870188567194461026399798813417558114835741869577179867333056360667896859987635128644028768374115728686238293069312084373445998464034559187664666317890145538044163532658941552181832832895888690551242628095292629887536577773150513489557860315020154303026574833292027504103', '-.399734350805421831157793255006132016237984004981634780763011878610767447785020657962828027306214950091431010987581510683005672610199523064033675578392470752115170863186434011590838711022362208368113359377780738509846822624299578395117575176274766589900422450443986749923482335480973406172585068847765610533007284967218867025564932527687985466219213858087348104297514214129170156990464858591359268851272021998187140079748547041989695014327783610068265698823077542205075129951180386203807462603568207557248422194447269249796379299080838911051267900670264751222671171708216815016829867711406062024547570816171092686043392897894791899115226493466167342721826697186926397125685477190155364853190755605952914238445423030982674046282286311940515008439955114107187661036673532051678946798627509195094602575767242354532e-1', '.203786531759600619760625982267432454347794630627593537605880247331019990193401512494098360039659712213924151698578962711738427836986972667060746484337861364160451493363422378454396197592496355141342364200906978977971891190251693557186557633738226320444423940422956602457827790863255161321018817502491428574308254581645200756651962881648309346999803922556349707075381209863670793570188649101108846413917699342882774094658323254906262420626388443253099432776961640923333154327987952831466216607437449163224768270777393707444569566511716171189993040113626771732851312089220353258746136508392489899270381747950338499730946308304485715552308971533159595028909693817840245454246419220717575933442177825312229612302237991964738451565522800916450406218339375755527971652667595230217527929795224105831477378441624036964e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.859530577900734383156202778677108190954393657047423061823629185894956437558782598500103584776518862119375020900486703626832093434527685620472399971491993645185721253295978611811742493697650757525363881060651461522155931648694058298736382213431820720823825945524639105301262906359672821956895824613529232297757639154300420609043736198902183393572821056177000801704607776303923311210001410810244199809939894518769275184706975667750845713582474966390335214964840809417555926257859478432684691273062396208558753324329799333590067025943231553682908657009255132199289621167910679631229667991514434820423482799307198144628534947187840547117358367976104600742724477674161529476787814670646764518995482670187310795075261274699622194311439135310236249252961092886747073358212764838344101475278900745379841865507925132735e-1', '0.', '0.', '0.', '0.', '.291176947805885096033717962176155339985602604959839301398187459494228983706432969999980083431408208466460303670537878731716022805319016769447032715337634703410233985946790773250896890829870214384041881242503413539557747613055259199508556795386305098052558396748023705205572234113423683749113414172135329802327211825422252961835992071848776082234629559041164549400173358142357995263592555076554319153039999293754407579832185484172338235741052726449208816236730307364518222177665522304037024225756571492207476306157270089997505738446769184347547980518820099760516196023222541318179940294199115320118703073895409976346914312386920087782805593597385496633085698953345847796647410559610465808374494054966566848123599941337623570584658290262433902549137087771585808926789404079167936985986083053962782650831442435308', '.396447514514702410491244260765531212777912320678099148060715889221736166340593108800102784389806881229039713049851484169749651942303131726930887261855960212738343016689992116198497104128250391636249223606017755678166997705899987439480548975359151478606502359671687579035438090974314573816403245518688056035878899498018083525398996887272970632623627285900436091963512862900780653704408573571641040694911916321261012567933395050028338335124927246663059355735142340169526518828622060442110728792693345474639526353306569376874547882307816058598778945088584005998915500911106002386803794099012432536220083165550348539355913645363352349911081100783498183961093883185983375784782841176906945806821892081183281787936609078422074184864493017985755096853231786537811849759780807791507344194237037542341090841574897670880', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.861209348560696754998304737229211917889851457158843809991253461648657524350889595762799099590535500521951925238182966719853249867016997506449885127686313945273974615118822320037937303255653981661155607390848046407941392452695413881351101709942429745669184980574491916053804435473656557937280386770977531579589197043273663618045774746165664220513392972302346506395437088367016911427208444815732958012693683375251246425302106479601921584116815737809066338431569014123449590176331860226498528560705096201153594639416380972913485125603276927811195587979976333629366358709254255177384413436810361450932122414149595016004762554506566798185946958538557930041050111419618876214047165871175371480946645722277520386471892644376769893909703664871389054427283282521291501235865524144668992298472804848398161869151495299010e-1', '0.', '0.', '0.', '0.', '.139746482682444208903631389100118980107442531458232673771628856352118359545509026848027937030730232324325444540808169747530212480572509630358944613419520403096347046012737029084278997632307960156581458291444084672662296101524193847590036216477639528326633344036093249660438445063442651964739296083449147878900769282418059029390705441614634763290200792713649608944746457637176782390637650891841888578556571724137390311158144694289323555578715205260115653740986852672473646157486337364419728093224810689322473291574262063848153331826263042171236171999513587471290758431001058479764595504412459913465827681663905892208470764274723758543234566515659148569576029072316458525430071218150225603203410576328630140686739154160558562668036891286597993834284949537172729352882093229268444313843918264562655122507278852255', '.395109849581567459990052605600128421529412584040417692433465398777047892419780301046763082714970762736676277449221251689010226910522257242067826150090927205021174030745268411781387327547519249506662550509187859938585516053307694773459595371802395787404755222847012256099292730651775631385782207279579003312633574144457163638658775716530356699976011684821491905553472365664444246811523383256876474818800557951018646942450531961463448796662254568747620282758619166625247678267814502144668831749739406951393969695010648224592853219864193155100980035272261188151157822241062110525137303366869764566586753607123737328257644927471459831909090386681971565876970882230394211965399221270263952474437137819612145678280015224978698529339042226896685734704764668028681992467287021765841771955733928957074098038334176122920', '-.407941270370856357630775928161205645316245427075241804732699008149364090482000334835010099806043131826187754060191931604141013094902788292528892955219832921445566922951021098965338722594783464997389498237770127245866975372329406575376837652077993037422245517114233012867591574698047843233448604259936725485068567020498051187495366985025840946558975618459006239871522831331744852781309263333768243269170692125119011464616787279811436539844807454751663002414953743532160332188788775896762460897176098200546439566039338355590598217391025913173724225885251947508647222546488857715603143206910171213599426406702439744423308578450479009667027506676159019493129000146135257154022341728451491754132621657920930709381422831546891002378280683360131657360292081194295974269620511436948470036118697033451760885387550404794e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.723314442233794807761634822911932631558293087108902073309290089120612938193779520477840985080910888115432823874965865729265175964020133852859744028810698692737304071546454403437923252163732953142886643888226768668006209411434353561578516868770591129363226551505517128480320058787699304649636107665450002725833801948187271083957790350787333827696684912796881947700309216323248732658590358258694503897153448815272466074130762598100738239358825159726791635368778101410227178433380842782326318476222924532271117992555598083353261829100430793738559135360962505968559588959196428988493069765235115573489563353009417901662131091134772619633562802010981423134843114633825256624509943757670639797284369782023187646159089430985198209303655007841027071513649281026725044456051995293594471147326794914726681363233573935789e-1', '0.', '0.', '0.', '0.', '.220027628468999810214097273573507006137324280018118745995121934736111485734282843015748309468462966473032724271159390214849763416900156238309698703198768390638904089137669693807632354818989246992246820668264881817151340940065009478780597188904549441299807829131912525332608599686260537721477518279683224957629331520350092403143585070057529614633157243768988076835071001843101010406055350559622023204125178966751092435528698269929021232670969214294352835983074650444055787123589153235410039119986771087874074902071006371929569582774277317623890828552430842305629696985706677446395122756598753349733011837542611017447169330082642687705179146599359518890345099728642904909869167185208409066089334254674467207921581924181438070854914708280196695617397999088112304131255390494243163663429725232652168376538200146857', '.878953342543673401336978026479257363795222648775329641682384687621704079568848937133439724006987329551066716149593224433593804084425174643766952565933407699134512668074765904346971250785112238090498420747956107825935088281777773083209809558418593309353872764945614847670207544370074409783126650007958644778213279015650772679125784547177098287135607362125767753957361718506262141692415680776083757264880269210620969397688677674298463081098063906847157200700924015562251000352096976408404876372521449368345590079852790869096329031341035240112083846917601617977826384827468761002701274684385632433993225360504818994614731109520060820847836744238582337780233002048758687428648316721571524373034853378760204795147497839230926418080987178853607993779771983105585135888752241572218297852977270871391703395937602310203e-1', '-.444538399626035086399067488061110898683286064819603000058000469000226810898423864172992123357049451844941602216198481070642438362006538242010604629921457746503690881137419018764771819685917306309278437389728009114226674999590461036788063499171360779426773244331677915447950593671963511022211017401356876037395645565734145492304942819826383941228104389318009097355902398182319663460593387929537949090554502672883723775676150860218145351641216288640009286576659687910252382715165935656777713723006182340649857551259828355922462376256173632238193224869949353701219165640489898211253620019702393587495651535173165431399941043598960329059571239866152880184883778624033647418822188076923228496098608166192193515419361436778003251507426792359109563308002860407520904575424965955867159314956672698934173336098054205248e-1', '-.218328228948875468909553296686183990987215091392633737152280543428848164940116559421325803406414779602962148416332423892996929238207076197661660941128893118956566590696460232643881262179515709229208683359606516849878256829708824867316950895807788890671679209313203812200435587289177427095876254931091364439446655933723091750900911034068513283291368595969353312974697616975378581829408817951214011068321654688657840616805976212269163764785938936814892431659272479950726619143937775535626454489655244443423766096541492178529920722424164279863969014951457571107540742247562544592390874484516740038410116800092573615559539335782661197336800619562992597846399176275894676239528069201137817054563564333651241036871770932837977681343861976121566624755611780193827472760778108050822584453962076549817453860324658941451', 0, 0, 0, 0, 0, 0, 0, 0, 0
'.894710093673111422878544196677383616907103839088285721105726915852270497158536584522331448420982203296616903631682192205671599462009326875104000429996189337342083745332254517410164158854798747529206390514325874305847080121516964342298263739526885709110399736104489623190770702561658308218614398138603974552658622796808509707144183496582104898327366711071383058607106591804987231720501754689903196296623570856627702005998362943671093282950122674922318092030891279006846917911893661388956821680602693492141819898083619189119905708299027540037200943227723903833190912777797079157522926658401583564339423848625122763746146343017613583740255410645190531863763595824044384025657753031951626070337610761686948504792087771125375180101067124926932971618537012981301345754891751176346629422889917284599757533533900770601e-1', '0.', '0.', '0.', '0.', '.394600817028556186074139765475502230092943426270138553004812714022368799377866165431619603006080321045950657048978428767774832537128647585808904296146327483144432512514274943096625720522534893823399056144974113581720721420876755126842572104678477711200611934529202080432802291207610024702270770660340053219267365469281597800051719716365415293063479555886607707827724394301719741563262422746811554461155510317984115422510803764192359571986391663642636296109875235994747206062759125743760175605533771766436407712373659046715239483744280495317727822705343354826548319641864480186731623080275122095318233316978073854119302576517696143780022474329587037717535490065656989954734339779499640188165540134690906992221807137742985631593703192911645581232978121380721681516841611376445254951191161188226077793586874611115', '.344301136796333348771376498606710467565437185750467029068808676069635459619559635401088110600093496371935088524047917071802483717331595353512014459360150722037322865809371861239262625844862535654977553590086734422837919064027848159516987951407299936621768710276818396288896644611007143366620098639792168302609977686277827091254000833782057983294960238530359887994281164096439132937965114096630611708238123127880713750390747431163851834124758466542220938874104144650180073683590774638058901042512747428194895545915689392514725009448939156040912574549897498893684184191930352624773873529255320496746151840122157472725533462071245206171944269973687358209646825321842567949158314689189533644297126981515843874010501310365125223626772457414650819023769568308624969215955715347436617900693848724102244030540206552918', '-.794668266429266129069493811311943099705381514086377232876415086658249242589223139578033663133331696701112628064561155665142077542036573812981400470091978013575609103826828824737047294213201114995354340265899100022148437584642881627726719550016150527425150355257734019607774634656481401032596188322200689301697137090534536832160056832983808960805825586823836126875605370770961386241174185514750121559562467770681942926171203171812510250545694949083146394024490514733052560666858780557860945493381002303272356930765266777040719802063993946266468583880488997233443794814877046912484855221313463236436288331412513400405780130290912113117854182101702177091872267886426113280632336855363151850173115525658853754572500033380162431565159435987516552392915594826709883414994055548760257606614990394613882233488553867847e-1', '-.391521894789596612383496799639196285338054580884009126806427781275255349911456944417975356137470376729535847672541272995349956130395608450197471826563374157699873635322104052466656898056484578721880107139831273634452122283563821763503149139289925339559837877446212706000066323234523960921477780507994426591068400766309126252560335713530489527132614560903876486768999573365124934810401272563226166369166627701869250517183284625011446426680106092558956198617175314279815844265104968132322166837410998293838958014713825202578735302307308306157667948576117945905867314571296578387381346191363578964984902793616656063568828503596485491122933360531206606087681751213371088443973303595450008404278868895256113334508881506532823328148791436657616144933230285211390582756173804027531076362220072009289175030274899345210', '0.', 0, 0, 0, 0, 0, 0, 0, 0
