0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.249451043687738934426405343963652121801183546729842636814536698333999371871537308375994300925737274910939400184770287925450740141124555465189821849072365515294432994949194584576606003329679868810176477737167425458846024245455596949300928133158984731033429736334715560677285714485171468046120757966448821302270362342004857960712159297136409797235415311534505944806393141394756986493280976795144533238884517080009855430262893544476940668772429155417014070048248976196959111914986348547478350162762987087906566371846349452334294561912726618142983849572554190821012732831392104272410475274123279324669224476151058063766401718331288999904898340824609566877273609721474651267103241704635489756488566300254737079731123548816595467967286321544243190011201475501372487911913842291731341456148357720657297316764202862378', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.935441413829021004099020039863695456754438300236909888054512618752497644518264906409978628471514780916022750692888579720440275529217082994461831934021370682354123731059479692162272512486299508038161791514377845470672590920458488559878480499346192741375361511255183352539821429319393005172952842374183079883513858782518217352670597364261536739632807418254397293023974280230338699349803662981791999645816939050036957863485850791788527507896609332813802762680933660738596669681198807053043813110361201579649623894423810446253604607172724818036189435897078215578797748117720391021539282277962297467509591785566467739124006443742333749643368778092285875789776036455529942251637156392383086586832123625955264048991713308062233004877323705790911962542005533130146829669676908593992530460556341452464864937865760733916e-1', '.280632424148706301229706011959108637026331490071072966416353785625749293355479471922993588541454434274806825207866573916132082658765124898338549580206411204706237119317843907648681753745889852411448537454313353641201777276137546567963544149803857822412608453376555005761946428795817901551885852712254923965054157634755465205801179209278461021889842225476319187907192284069101609804941098894537599893745081715011087359045755237536558252368982799844140828804280098221579000904359642115913143933108360473894887168327143133876081382151817445410856830769123464673639324435316117306461784683388689240252877535669940321737201933122700124893010633427685762736932810936658982675491146917714925976049637087786579214697513992418669901463197111737273588762601659939044048900903072578197759138166902435739459481359728220175', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.140316212074353150614853005979554318513165745035536483208176892812874646677739735961496794270727217137403412603933286958066041329382562449169274790103205602353118559658921953824340876872944926205724268727156676820600888638068773283981772074901928911206304226688277502880973214397908950775942926356127461982527078817377732602900589604639230510944921112738159593953596142034550804902470549447268799946872540857505543679522877618768279126184491399922070414402140049110789500452179821057956571966554180236947443584163571566938040691075908722705428415384561732336819662217658058653230892341694344620126438767834970160868600966561350062446505316713842881368466405468329491337745573458857462988024818543893289607348756996209334950731598555868636794381300829969522024450451536289098879569083451217869729740679864110087', '0.', '.420948636223059451844559017938662955539497235106609449624530678438623940033219207884490382812181651412210237811799860874198123988147687347507824370309616807059355678976765861473022630618834778617172806181470030461802665914206319851945316224705786733618912680064832508642919643193726852327828779068382385947581236452133197808701768813917691532834763338214478781860788426103652414707411648341806399840617622572516631038568632856304837378553474199766211243206420147332368501356539463173869715899662540710842330752490714700814122073227726168116285246153685197010458986652974175959692677025083033860379316303504910482605802899684050187339515950141528644105399216404988474013236720376572388964074455631679868822046270988628004852194795667605910383143902489908566073351354608867296638707250353653609189222039592330262', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.701916467045438208744378660640537427490873918345465227659802518393598213663073072187001441983399709289629470871626057027315069808510978335834467566110033716617987557955564210745757855667542112108329831276605539654444468856308930943112870734628005370815784951465226913756265119182483448176313045567492314104350533523171319733645258071688603114743672275435823469574406295134496947296467980162640575443229214632281930255681281634283689381221329598634290454333523756585499359305693288803197104659218576561399514355291312395410344948830236122654676680751898561700119230201559467997232672856192140764581971381579632244893753638135288557730473792084074316025591607478096238484627863461440319446818227802686928662158263373970768706170247284132153890450460006936016894639306216528242710919581140680206993480138491468096e-1', '0.', '.263117484192442344483472751021664218161405318393402985572452909990879906690068170715560499530885398984160426474925261553050452983397304574701786150609232376279609035538850701793048360125568894081351381276788844922933159350538113211262840831274472691982017049919566809380007220238993081078970141544563520153200275200028368021340403368480229048077710033876466783086111228997968699781914679870061363657062960871821377006640313788016412123644161943349903849718175052931513919074689821823517625897171275168916910558846451359865325516619514700446791422589070669869653691705318441048337482243876244544649142092418750926436114423239193155127502657954332314443422745688217883462285276661704300967036008358646919596036242439242742779869223216399260205482307800999331965510896068654857322379574565242987106627027917379017e-1', '-.110334421320421261653622421620392352115605150066849817822170209578673003708845141741673462441824760750206187178448158724013610344792365362028404340716612605784907817432748544147316880342100780622894149604205720751487203728442956472476399435874244982678156635240008032593255928887045815074106327407532027867768738221424681486405300805773618754097761152157407168683873570460988855610874109814896507230127167610105789745037284252962893266001264704197764421967701118700519669762009939188282658395428526047095398414875009024748743031812108836790563363002985081785409917476425397793851736074110456309451272566153315779698877617480696512997281160369118456969381202569742638353025350370381753201558719975968947820428593737030677314433565448117843987930633706121415203617474006468816122699384364078362042572686349429899e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'-.156621124078118364248851855145302792820901180842992674207599445076560816688359305543619896324039250668328708558393266570468180057546455722375517458694590100370940033945845000675167329672516061845504040004865584881590929040332061698717686480274823904324102067841829935327066991724983957720525848450378815621775878693094634246650645917850765302746842257438601588164899428460151070339221469527320071772484723897935922041610585955190723592129753694793516577167238491208449843879562121471291079589825905554809169327300791571809856461949162573487795400034786272905812957848573916235617950247434360182150087682816670420475404344049411743954696695121560086030038560648516155062368737680825999308286146041833987213795564668438689491774952914807900452080121910363538683476451102906674085147388687361184304123554708556648', '0.', '0.', '.402203702541564276821277733497672380795378896075096934807927634508320768752334043998541930475965764629059623321163116212892755453816862310677767503403192058078822108080699591624757408414689513854727504071872715818764185060220249893754448176245874269347186970550328048134827406251490496689436243089123351888710719248922506476639622165782752948974864746993624932356840917359899763629157522818463796327726298849866142992102989793953436825559589760728790274722326777215823749111156952904347681169237105414019075590020516805491648524007235959651967556578596984970242959098042356904273579612068416008176418920079815856277774304593649343419855139889208687355560368325066013929980452320235570810066801566812693301304828626416873890540370568212767800250046208895898530156467209409238805263943154351056061792816230796214', '.485496273300601463696697891458288079759380731484700681040770267801667788177390068384765502990338785824228935530641342148575865427407275671090998860348088124857569246241326782530373402794669960220794580481125494266932568305854314314174135341702633923913390054448915696463414792537958728532568504741259847463137639904026987862184294712062441040080741215258012379191946671178405742350375093279675584789138303104277237543237919952814489793925772582754259538934210602246804100001376367191746316222912626882129744649620003675469820161212922221619372487203639386664570281759526599272075942331270070958137228149899062940934179359700919222757096740072021078967642097264003616100873212114764276182842398442615187235304676739254384534322712918669069123380650903138777042614277388401087772951330100497111882486795470768704', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.311224906518945454097593874910368877564086026801576551787590181963678884162288351471503883337268498356493146881743081420940224919960658099559601531642111600194072507144572765605534709266873356207593841947265130079681517760684686176946696758266181117814215390362097991728691255309586659547217826531145842028776949248231744591719460301699620588908799029513659726518638486877589888596468316121016264200666740022738445865593742032112897480879570382906429512746414365953353522411212557099180853514966307378601364509718993167007562764998433573651615002378490237681197731293134367162823271334840494900170760110439717582174736634243580656746542768058331852221602550533882264657171259460135340406385255059322847808771893574718143943761855331442204960037157019678791240862064298563612075478258069247660671458587827659398e-1', '0.', '0.', '0.', '.992560294647075573097686133374655257801011354337155650115653228952222308368603975046430879085208489662590586808295693043768980371740127703774211465507217431304299199116156467050861799798014654049183589324185959934416106446649501526724445459646659702333995011575353606908567295022740231103330669392139202265337128184208233680083852620798093999225851966965910962276720361174894626809358806981333114717111802597293068883330681480253117331323882895262516267369463846291112797690929894222838786452513325809436440337421825797406259540844038719285118545534518122797805962209748816762832949911142794032277913286369784194869413744753972984834755345592098120503558934464242293606729943568040723436692647668243534277707723311534819410627031016783129429902134676163333571133609726528339235178064008369465540865002234511915e-1', '.264215443450489620094047995003318306831239314253384918994063346281374387432999494419389945402215824430336316824643517445907954695919756034752548492400549833131382277362737144564369452613705597718107506860509162292217934052222728724190657859293702844239838282177776791705073552367687249245601537250302308494021400778964761827435190062340319209206244426400484849116100471880618430823528922358925817979865066996625264802412451944211680589957840568185311167580950418539856974041488279902117067523798520953272709482379388365861976930348571853932203631260685505896786936375566932271026523405866867139521524261191428172047287440332425680198111469679841962552996813817789025048694020554203830223401321850227385037198487803316673064785580395118595647530541632137370571244300234061043496045801586717301746416801246668781e-4', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.709722115858591977980290497034026777369199007473928089677028676672124121719631873732959932006070655466872937777617292642083388733671876061850913978155979288586394498270662331968320194104764469941897582492549414807194551196240228196186001139296651340813883627108358871965375682730271489053040831953692706728186260137518554797987663231502327154687409330706979087637769309342713600597657701863240385496142109742637670801175978269277365988300348374432649888725187224647255136905166741350727992680138355881745724620096861425040406447373332221175254085933912327423152214447575556359686557325841779316546970866619361187091483397082039145184964908398212094313185899006716288956561780502911341283031743010349369666282822863801579790655301724829517564228210394588033238578849111171156408848383460244246921820528492064090', '0.', '0.', '0.', '-2.87859962108699424547281927676064091330185595492961135990481812736997166098341873196939348981962652060454594311107336826224720932417113541949783296225252971088371940457302474035057992713174830723596956879995445838769088563835341704866644332280603931197265904210479443644790024575195491627801998369816636705808425387015768701299951687778769864733107699231349319168282864904404941647039662147535828968827052058041859105646472225798479446931621061682402919189533997831742470238194428942413925678452886899713471633035156585264428378643047140047390198458383156001087360838463742439710038453461679754748379089591259982374119889629064898462004829975457060370218055695952272342049358622586125067009958829607315247367595505135504638682629044413992259452539107994570503265346999658933932181923428069629280407045115932556', '.212944657580320249559301145000067512314681943628335290564408637505260827380671059808342340402147140983580980937267730283181356049431893503196662552170088680852353114666719335505795382247410042509134889278649811789922358378104012291510837685043281172430433874667168088179446788710050367511198100014397872813317083707042354033081313876350857352271766001136532987584913939727747353120739288124819864835501029027042580276589835959246161874741113898211144394228877585452516134173142242734015489919057381863420516057649439459592261399706208681293270873579335470165102115861011133990777829725313945330998827146929525215109056218800169381688856023012033055110648354112761300797302035925428851292753874305065149829636558499208302611345463696038698340522736728308251557590865539863249424914018665333277681385902580973227e-1', '2.61884667519065496929249198017175567526713867094023669162592038399098712326392666979858295850848805669284605740973611473693943454696908190500239817106008604271389185674726845643595504300731217781773882050725626477927729652104250618322982699879418975530872100823956996248170923987729064641351742765667167093478912324002606389209425648911422326055048636586183504208897491251273191561827525124744318533721391819053710914210840400055843688680698168624394150000674014033356323326185188376331309346035140076954929646447191905962087583223446362937742711647848080406615688764552277318910978719096186109009279327643193843681275542358014151551527722739616134844882450054949162289218527024875325514447727736002460222592242326854565925432458560402152739068574774944294196142899492340958190672694491738753616090921431207661', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.197116276975162265337427903089090189510227126093475256007329866651682059894769406524514009195335044774432137194112376749791837841869020927641591450926178375933157934379824277149605383985147664805786906490478282585708257092543387589555512162959485552453277471079782065380503163302819661686702419067523468259972319697866317820182480672198783123758450552771162851882659515074418118522090984753347753680804834605419930227716322629580565191352077300666897197871655032386944659550434319523122665491444685663549185257945605405580128309603374990414112646615814315655294533142164577799041755155925583553134228957662599803849154852759911047397642293324004270023490998061182611402627596928900630204914243095374528898475834600464989035873434592410757631340314407962483833950965732600105713174774965783596056020891271015785e-1', '0.', '0.', '0.', '0.', '.131476958396151215395738094491010291701045331323790453289670304231775943758810817228364806352024197232176168197772807124694490960830371720210335302378713452292933762246210260979204131733307806807435032239428348212117928832531511403184983080064236298846539189920010262677675382006727267268844225666416193771699055622859082246118962423991347698963536123697086356318471901397589641789931865505742368910166085380107701458065003356502442405581672691552487176782940291608364113532448388644648166622659812345794080912760035514816899211506549645889647684716432325699103767797364324637000174091129929869959052656573201973338080208315371662035956396042873383956194579704993181485103741814256899782001470981074427616704069472968439079216292341782835354975888050199215129233228429113931060112544682520654551982661229915177', '.265102642632072200313642576289965253197483939107189398301369627998118347328713912256664161333358187039129053547386268697366911564023011724255614433022227387053068676322615452286576668611485015315094133639278506227244955740310072805727152250434826876115546115449747996068869141769287631901352492079685268053146097667356515056352693053419377925643919607716906039653265358180081789561255761163738869003912709397125807554138689686385241513225829489253197728784988770132835469294165063257979161868087669394189357181217651008180539098380067226304992604112906879846821930137758953826888591915832794075138372355312282251367713990705114756401538782137265204672788486023783343438898356696505989776804308261645763019567168596848565318560586966599990502233044205807813927103372991795661104085693473775391745087489669460533', '.356808480493654433569523585055711930290737756208202731308304840064674644853392664175690836393379627784774339028166065062468601970329444571549081742688867715450123834074097347617051490988566318600767464731888293802540364669320669657021927424116797790799917373053579005153132155970138172931562344783999270440474466737291325088987054511364005929918287949989362662989443986600450142297911772999663560972676632794731134335904210998675637626344277751989057216472700987060709352446997558555617948886552951250234421318938332799758308384609675480973614664915630407829203535699581153273816826316324288237573386482069978546813973020184572593074189067526566694550784667893918590111483173511220471863218754163858952014519355687339213299611346247147632456809518669252826652923983173877326450498668577241797184017812938981012', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.452000198123696303466615899715814558178752759216811801443752162006850816548332785000957082783740554482502710055745457065258554251408281233015096324099270389485033085361056651595947109804432920190306001454995815022165144435785724522337512762577535377195094030514789496425513479502316410611093137789654600795249040486524039142966141613801196430310404392855068835360157216179700167319864152324025285392891752333705962564186986756235758546191516759856514806074327107974002584852683113996477681377694524585518388392733645106530577871286026574512346736162750345376686414398376798871264275171515896322635230202618205330642985305341110618325653186243172119594484459675045472839292254961276371579540715172648885298596348153442735107314917000954313842917235126982847806800887993519071872148376238965433802134423968504067e-1', '0.', '0.', '0.', '0.', '.400279936896326942445344872603617212970728603525508403353084825194504763885543338106925033571884487290217982419275681397318678526471108630246656761767267382682417003253882236829853243436151614115641500079546422200798577419739810112148578302551258695074221634652578034443442862863589341002730794595108649196117566442208691757843068500597293695092309978215574038096452220689211789608625775445455550749362070091627007003416249416155263387065481895320971637206121141167436871114787417409665734198121210885925127445776733327907915595037269843041418041115325062867158524112795661970751055687253356928694530148704486570481547146538064974985712678038901449045236874334253716743281791547031442471075574161538953053207337343815647564736949599731944282994074486060326243652037772557327299982930752695617878124275409137774e-2', '.160150063691615411614164898813049605151823657281879055981187421534671045355465681980758763639425227443020986868476685864726944425007117269248340492836414123489387279231586741027966501192066627225284891694418532223397219238563377151022894974095285499508303543180261497408368152700277664853560012298308740569579781379332683946476920608316978895734336941596154745379748350658121910297567643358125467339550965264557757520104365859567565544796520513597826537355179577877795651474973278781709077402071526405570654625700242161587210400617446948804631608893226198851420952855221987226854849566282086841970676865301836021622978872674827352928016471497768393405437356980957052534712773770654426321927829726968878419834775448960973442896380486353534349341415561396391590063827704808724987686531566414700554012844473081230', '-.694830896113558766055076810880379832567315616309439231397834893941418976920688252095965892119453625813497186901822747678248701687253505195695959281760154586716390864968300610726103777979147413237873420202483246285750916651111114005386690525686898680119648690258507068630294244864523789668841575610537941359962739880256064627543617501159942420213139528993273570863982813523807688359287960372301169300091812649357109866602826932466157062371693358623002052049391356690708767221691289915275758691480297781019377676823100284710859721338028772776703120695403301493155297482740568127599422164592756824373024819567877605400215350731824961779450608333301870402781092133166747422013122964009101230971057214647472000828546015470460563243935187892018955959101325156680355926193881119886893111046192703526942225780814395796e-3', '-.302882486707783652975852687181747312767527254749427901876459405460112896931564511184904872221456979404543074478047013149575297040572339615137553040420199545478379137726623437822317101606259943085716081385690984329493429000903558677156522173777248937796635297241363929539118551437225923936727823587978279247672280087259830615992191477569695089514940844961833192709683847400757943143024300699072240942647942618416023056616226830714901058225041842966474513708102322867314633217852100260768018794271153269339295018331702852082747832906031660303745131864613918998323746500957619036440277996314836157015808262175859570041345891901395376722456292725352072407916943071464669181677800220200181005517134808643149953925802898862184619621620308738081833602148157295129367664487200203995774491430188569437839969375062597251e-2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.648808887415660154255010100963128242523506631767064355450923234229335037083220188874119381132765036106646942681906756743556279437931853510526704809960116321917272576823655892341198251253327369415881193650053080853671355986569653411342677691169737870981613417483322464394505704730870742160752394570420601732422231117447029410202217899924322613978128532296950757357793186919550037682017784220289695006633668929373261001692917338332789914364924202460835908328202168404019949421952071580344077565780703593097800363811114814105338900684149738280875032055812747102762689939042178700294244422841226208840945809026304001651722506675393859315225410842455436990694194217062358545129232439950473414088077882071641668784948555089246429549398416107445591910941792279230060547597911361482642144976693097473274434615993814261e-1', '0.', '0.', '0.', '0.', '0.', '0.', '.179822367251953876498093198277165333622626768901920314003975941897787494248133727573678202060850173120212475439194675301274072409973619087127383664749717458697729487569322467590458197067578094703046447961217259576748067215917506605896244486736142438073733500949691144365927882092747162916962518001771399348314572655756157697182672484323737297206622063255272811645160989750720020434930502462167440160992796861026947368006592147951384610367368358887504393572240410253462204397664255742479244255689086302496399734756940250505801398271128539908247315770078830522958688191588859742568906000040798187691884681105584653184175952882197323299261719783219526464078042465886616002079023222117782453486003902083130921586677647974606816358545584862705792328868522666570891056580014988275859739371051900689464930833116809370', '-.137903885379537465845937593987289145226091895764162798423692696214988529090667638984175763617827417324393515389472527231028532524955413248632232226074970603325500603397065552996346901266186154034105268661500035845251179811911342007232483714035336860135704440945118149400800740088168602945552527142222244953084898917543593585672419116415474531861140295726538608700196957916553260443230495139284188679309145724897983355703118071201783293769218607654952271562213160621392844720885304103210925020603793440347217405648799599295956598158130622365407704198566248344623819017441440834600534721245379542634968113159161484885694502474757395540401817803646146202217740822176624016433318014478615861919259109605588171421553022680833136568342832160197910353104703728322284629819163312235863500976798723910493095980293651779e-2', '.293317779667705463869678692453929198821805326960280297097191590098837100946408555817592134077927377445269101827295907455873735457624093476050572341367727043818881702953230211533712249896227593529431634105131948006161717632507056216910626976875685844633931799737839051753787006583705118320303996226481930828133681722617834621409453193585759094710113215539196352283191250455892627106857998236402643224991810884245379707421489774620287042046616198700326216876807332403802348465933049986694629056252623835360316637427215831628503540448597072707896823006102077348890717951423464208314791433693221566156712024115395136452345775287229700887731061910774554845529772841772434917602280778754057655264070350813016634201009359641259748267551361302512387995700111214477034340385754540769051688832238185886625428526935533997', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
